
Organisation for Economic Co-operation and Development 

OECD Existing Chemicals Database
	
Click on an item ...

    Home
    Search
    SIDS contacts
    Sponsored chemicals
    Category chemicals
    Help

 
Reports

    Overall Status
    All Sponsored Substances
    Publications

 

	
List of all chemicals

CAS number	Chemical Name	Synonyms
3048-65-5	1H-Indene, 3a,4,7,7a-tetrahydro-	1H-Indene, 3a,4,7,7a-tetrahydro
3081-01-4	1,4-Benzenediamine, N-(1,4-dimethylpentyl)-N'-phenyl-	N-(1,4-dimethylpentyl)-N'-phenylbenzene-1,4-diamine
3081-14-9	1,4-Benzenediamine, N,N'-bis(1,4-dimethylpentyl)-	 
3085-30-1	Aluminum butoxide	1-Butanol, aluminum salt
3089-11-0	Melamine, hexakis(methoxymethyl)-	1,3,5-Triazine-2,4,6-triamine, N,N,N',N',N",N"-hexakis(methoxymethyl
3089-17-6	Quino[2,3-b]acridine-7,14-dione, 2,9-dichloro-5,12-dihydro-	 
3091-25-6	Stannane, trichlorooctyl-	Mono-octyltin trichloride
3120-74-9	Phenol, 3-methyl-4-(methylthio)-	 
3121-61-7	2-Methoxyethyl acrylate	 
3147-75-9	Phenol, 2-(2H-benzotriazol-2-yl)-4-(1,1,3,3-tetramethylbutyl)-	 
3155-71-3	2-methyl-4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2-butenal	 
3164-85-0	Hexanoic acid, 2-ethyl-, potassium salt	 
3173-72-6	Naphthalene, 1,5-diisocyanato-	 
3179-80-4	Dodecanamide, N-[3-(dimethylamino)propyl]-	 
3194-55-6	Cyclododecane, 1,2,5,6,9,10-hexabromo-	1,2,5,6,9,10-hexabromocyclodecane
3209-22-1	Benzene, 1,2-dichloro-3-nitro-	 
3234-85-3	tetradecyl myristate	 
3251-23-8	Nitric acid, copper(2+) salt (2:1)	 
3268-49-3	Propanal, 3-(methylthio)-	Propionaldehyde, 3-(methylthio)-
3278-22-6	Diethylene, 1,1'-[Methylenebis(sulphonyl)]-	 
3282-30-2	Propanoyl chloride, 2,2-dimethyl-	Pivaloyl chloride
3290-92-4	2-Propenoic acid, 2-methyl-, 2-ethyl-2-[[(2-methyl-1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl ester	propylidynetrimethyl trimethacrylate
3302-10-1	Hexanoic acid, 3,5,5-trimethyl-	 
3319-31-1	1,2,4-Benzenetricarboxylic acid, tris(2-ethylhexyl) ester	tris-(2-Ethylhexyl)-benzene-1,2,4-tricarboxylate
3323-53-3	Adipic acid, compound with hexane-1,6-diamine (1:1)	Hexanedioic acid, compd.with 1,6-hexanediamine (1:1)
3327-22-8	1-Propanaminium, 3-chloro-2-hydroxy-N,N,N-trimethyl-, chloride	(3-chloro-2-hydroxypropyl)trimethyl ammonium chloride
3332-27-2	1-Tetradecanamine, N,N-dimethyl-, N-oxide	 
3333-67-3	Nickel carbonate	 
3338-24-7	Ethyl sodium phosphorodithioate	Phosphorodithioic acid, O,O-diethyl ester, sodium salt
3380-34-5	Phenol, 5-chloro-2-(2,4-dichlorophenoxy)-	 
3399-22-2	1,4-Cyclohexanedicarboxylic acid, dimethyl ester, trans-	 
3425-61-4	Hydroperoxide, 1,1-dimethylpropyl-	 
3426-43-5	C.I. fluorescent brightener 134	 
3438-16-2	5-Chloro-o-anisic acid	 
3452-07-1	1-Eicosene	 
3452-97-9	1-Hexanol, 3,5,5-trimethyl-	3,5,5-Trimethyl hexan-1-ol
3486-35-9	Carbonic acid, zinc salt (1:1)	 
3506-09-0	[2-Hydroxy-3-(naphthyloxy)propyl]isopropylammonium chloride	 
3520-72-7	4,4'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one]	 
3524-68-3	2-Propenoic acid, 1,1'-[2-(hydroxymethyl)-2-[[(1-oxo-2-propen-1-yl)oxy]methyl]-1,3-propanediyl] ester	 
3542-36-7	Stannane, dichlorodiocytyl-	Dichlorodioctylstannane
3547-33-9	Ethanol, 2-(octylthio)-	 
3555-47-3	Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis[(trimethylsilyl)oxy]- (M4Q)	 
3586-14-9	Benzene, 1-methyl-3-phenoxy-	Ether, phenyl m-tolyl
3590-84-9	Stannane, tetraoctyl-	Tetraoctyltin
3618-60-8	Mordant Black-7	 
3622-84-2	Benzenesulfonamide, N-butyl-	 
3626-36-6	Disodium 7,7'-(carbonyldiimino)bis[4-hydroxy-3-(phenylazo)naphthalene-2-sulfonate]	 
3648-20-2	Di-Undecyl phthalate	1,2-Benzenedicarboxylic acid, diundecyl ester
3648-21-3	Di-n-Heptyl phthalate	 
3687-46-5	9-Octadecenoic acid (9Z)-, decyl ester	Decyl oleate
3698-89-3	Dodecane, 1-(methylthio)-	 
3699-30-7	Potassium diethyldithiocarbamate	 
3699-54-5	2-Imidazolidinone, 1-(2-hydroxyethyl)-	 
3709-43-1	Disodium 4,4'-dinitrostilbene-2,2'-disulphonate	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-nitro-, disodium salt
3710-84-7	Ethanamine, N-ethyl-N-hydroxy-	 
3748-13-8	Benzene, 1,3-bis(1-methylethenyl)-	 
3779-63-3	1,3,5-Triazine-2,4,6-(1H,3H,5H)-trione, 1,3,5-tris(6-isocyanatohexyl)-	2,4,6-trioxotriazine-1,3,5-triyl-tris(hexamethyleneisocyanat
3794-83-0	1-Hydroxy-1,1-ethane-diphosphonic acid, 4Na Salt	 
3811-04-9	Potassium chlorate	 
3811-73-2	2-Pyridinethiol, 1-oxide, sodium salt	 
3825-26-1	Ammonium Perfluorooctanoate (APFO)	 
3844-45-9	FD & C Blue No.1	Benzenemethanaminium, N-ethyl-N-[4-[[4-[ethyl[(3-sulfophenyl)methyl]amino]phenyl](2-sulfophenyl)methylene]-2,5-cyclohexadien-1-ylidene]-3-sulfo-, inner salt, disodium salt
3845-76-9	N-(3-(dimethylamino)propyl) acrylamide	 
3864-99-1	2-(2-Hydroxy-3,5-di-tert-butylphenyl)-5-chlorobenzotriazole	 
3896-11-5	Bumetrizole	 
3926-62-3	Sodium chloroacetate	Acetic acid, chloro-, sodium salt
3960-05-2	1,3,5-Triazine, hexahydro-1,3,5-tris(3-methoxypropyl)-	 
3982-91-0	Thiophosphoryl chloride	Thiophosphoryl trichloride
3985-81-7	1-Octadecanol, aluminum salt	n-Octadecyl alcohol, aluminum salt
4016-24-4	Hexadecanoic acid, 2-sulfo, 1-methyl ester, sodium salt	Hexadecanoic acid, 2-sulfo, 1-methyl ester, sodium
4035-89-6	Imidodicarbonic diamide, N,N',2-tris(6-isocyanatohexyl)-	1,3,5-tris(6-isocyanatohexyl)biuret
4075-81-4	Calcium dipropionate	Propionic acid, calcium salt
4083-64-1	Benzenesulfonyl isocyanate, 4-methyl-	 
4088-22-6	Dioctadecylamine, N-methyl-	1-Octadecanamine, N-methyl-N-octadecyl-
4098-71-9	Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-	3-Isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate
4101-68-2	1,10-Dibromodecane	 
4105-01-5	Amino tris(methylenephosphonic acid), 2Na Salt	 
4116-10-3	Butanamide, 2-chloro-N-methyl-3-oxo-	 
4130-42-1	2,6-di-tert-Butyl-4-ethylphenol	 
4169-04-4	Propylene glycol phenyl ether (beta isomer - primary alcohol)	 
4170-30-3	2-Butenal	Crotonaldehyde
4189-44-0	Thiourea, S,S-dioxide	 
4193-55-9	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[bis(2-hydroxyethyl)amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt	Disodium 4,4'-bis(6-anilino-4-(bis(2-hydroxyethyl)
4223-03-4	Acrylamide, N-(1,1,3,3-tetramethylbutyl)-	2-Propenamide, N-(1,1,3,3-trtramethylbutyl)-
4246-51-9	1-Propanamine, 3,3'-[oxybis(2,1-ethanediyloxy)]bis-	 
4253-34-3	Silanetriol, methyl-, triacetate	 
4259-15-8	Zinc, dithiophosphate bis(2-ethylhexyl)-	Zn, dithio phosphate, bis(2-ethylhexyl)
4286-23-1	Phenol, 4-(1-methylethenyl)-	Phenol, 4-(1-methylethenyl)
4292-10-8	1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-oxododecyl)amino]-,	Carboxymethyl-dimethyl-3-(1-oxododecyl)amino)propylammonium.
4316-73-8	Glycine, N-methyl-, monosodium salt	 
4342-61-4	Disilane, 1,2-dichloro-1,1,2,2-tetramethyl-	 
4390-04-9	Nonane, 2,2,4,4,6,8,8-heptamethyl-	 
4394-85-8	morpholine-4-carbaldehyde	 
4404-43-7	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[bis(2-hydroxyethyl)amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-	 
4433-79-8	Butanamide, N-(4-chloro-2,5-dimethoxyphenyl)-3-oxo-	 
4435-53-4	3-Methoxybutyl acetate	1-Butanol, 3-methoxy-, acetate
4445-07-2	Benzene, octadecyl-	Octadecylbenzene
4454-05-1	2H-Pyran, 3,4-dihydro-2-methoxy-	 
4457-71-0	1,5-Pentanediol, 3-methyl-	3-Methyl-1,5-pentanediol
4461-52-3	Methanol, methoxy-	 
4475-95-0	Butanenitrile, 2-amino-2-methyl-	 
4500-01-0	(Z)-9-Octadecenoic acid 2-hydroxyethyl ester	 
4518-98-3	Disilane, 1,1,2,2-tetrachloro-1,2-dimethyl-	 
4553-62-2	Glutaronitrile, 2-methyl-	Pentanedinitrile, 2-methyl-
4568-28-9	Octadecanoic acid, compd.with 2,2',2"-nitrilotris[ethanol] (1:1)	 
4618-18-2	Lactulose	 
4635-87-4	3-Pentenenitrile	 
4685-14-7	1,1'-Dimethyl-4,4'-bipyridinium	1,1'-dimethyl-4,4'-bipyridinium Paraquat
4706-78-9	Potassium dodecyl sulphate (C12 ASO4 K)	 
4719-04-4	1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol	 
4767-03-7	Propionic acid, 2,2-bis(hydroxymethyl)-	Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-
4792-15-8	Pentaethylene glycol	3,6,9,12-Tetraoxatetradecane-1,14-diol
4866-00-6	5-Carboxamide, 4-methyloxazole-	 
4904-61-4	1,5,9-Cyclododecatriene	 
4948-28-1	2-Pinanol, cis-	Bicyclo[3.1.1]heptan-2-ol, 2,6,6-trimethyl-, (1R,2S,5S)-rel-
4948-29-2	2-Pinanol, trans-	Bicyclo[3.1.1]heptan-2-ol, 2,6,6-trimethyl-, (1R,2R,5S)-rel-
4979-32-2	2-Benzothiazolesulfenamide, N,N-dicyclohexyl-	N,N-Dicyclohexyl-2-benzothiazolesulfenam
4985-85-7	Ethanol, 2,2'-[(3-aminopropyl)imino]bis-	 
4986-89-4	2-Propenoic acid, 2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl ester	 
5026-74-4	Oxiranemethanamine, N-[4-(oxiranylmethoxy)phenyl]-N-(oxiranymethyl)-	 
5039-78-1	Ethanaminium, N,N,N-trimethyl-2-[(2-methyl-1-oxo-2-propenyl)oxy]-, chloride	2-(Methacryloyloxy)ethyl-trimethylammonium chloride
5064-31-3	Glycine, N,N-bis(carboxymethyl)-, trisodium salt	Trisodium nitrilotriacetate
5089-70-3	Silane, (3-chloropropyl)triethoxy-	 
5102-83-0	Pigment Yellow 13	 
5111-65-9	6-Bromo-2-naphthyl, methyl ether	 
5123-63-7	Sodium 3-diethylaminobenzenesulfonate	 
5124-25-4	Disperse Yellow-42	 
5124-30-1	Cyclohexane, 1,1'-methylenebis[4-isocyanato-	Isocyanic acid, methylenedi-1,4-cyclohexylene ester
5131-66-8	2-Propanol, 1-butoxy-	 
5136-44-7	N-(2-Octadecanoylaminoethyl)hexadecanamide	 
5139-88-8	Phosphinic acid, P-phenyl-, compd. with 1,6-hexanediamine (2:1)	 
5146-66-7	3,7-Dimethylocta-2,6-dienenitrile	 
5160-02-1	Pigment Red 53, barium salt (2:1)	 
5165-97-9	1-Propanesulfonic acid, 2-acrylamido-2-methyl	 
5188-07-8	Methanethiol, sodium salt	 
5205-93-6	2-Propenamide, N-[3-(dimethylamino)propyl]-2-methyl-	N-(3-(dimethylamino)propyl) methacrylamide
5208-93-5	1,4-Pentadien-3-ol, 3-methyl-1-(2,6,6-trimethylcyclohexen-1-yl)-	3-Methyl-1-(2,6,6-trimethylcyclohexen-1-yl)penta-1,4-dien3ol
5216-25-1	Benzene, 1-chloro-4-(trichloromethyl)-	Benzene, 1-chloro-3-(trichloromethyl)-
5234-68-4	Carboxin	 
5281-04-9	C.I.Pigment Red 57:1	D & C Red No 7 (CI Pigment Red 57, calcium salt), 2-Naphthalenecarboxylic acid, 3-hydroxy-4-[(4-methyl-2-sulfophenyl)azo]-, calcium salt (1:1)
5283-66-9	Silane, trichlorooctyl-	 
5321-31-3	(2-chloro-2-oxo-1-phenylethyl)ammonium chloride	 
5324-84-5	1-Octanesulfonic acid, sodium salt	 
5329-12-4	Hydrazine, 2,4,6-trichlorophenyl-	 
5329-14-6	Sulfamic acid	 
5332-73-0	Propylamine, 3-methoxy-	1-Propanamine, 3-methoxy-
5333-42-6	1-Dodecanol, 2-octyl-	 
5343-92-0	Pentane-1,2-diol	 
5344-27-4	4-Pyridineethanol	 
5392-40-5	Citral	2,6-Octadienal, 3,7-dimethyl-
5394-36-5	2,4-Imidazolidinedione, 5-ethyl-5-methyl-	 
5397-03-5	Hydrazinecarbodithioic acid, methyl ester	 
5417-35-6	4,7-Dihydro-2-isopropyl-1,3-dioxepin	 
5419-55-6	Boric acid, tris(1-methylethyl) ester	Boric acid, (H3BO3), triiso-propyl ester
5421-46-5	Acetic acid, mercapto-, monoammonium salt	 
5435-64-3	Hexanal, 3,5,5-trimethyl-	3,5,5-trimethylhexanal
5444-75-7	Benzoic acid, 2-ethylhexyl ester	 
5460-09-3	Sodium 4-amino-5-hydroxynaphthalene-2,7-disulphonate	2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-, monosodium salt
5466-77-3	2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester	 
5468-75-7	Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2-methylphenyl)-3-oxo-	Benzidine Yellow OT
5518-18-3	Hexadecanamide, N,N'-1,2-ethanediylbis-	 
5521-31-3	2,9-dimethylanthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone	 
5567-15-7	Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(4-chloro-2,5-dimethoxyphenyl)-3-oxo-	Pigment Yellow 83
5593-70-4	1-Butanol, titanium(4+) salt	 
5598-13-0	O,O-Dimethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate	 
5707-44-8	1,1'-Biphenyl, 4-ethyl-	4-Ethyl-1,1'-biphenyl
5719-73-3	Thiosulfuric acid (H2S2O3), S,S'-1,6-hexanediyl ester, disodium salt	 
5766-67-6	Acetonitrile, 2,2',2'',2'''-(1,2-ethanediyldinitrilo)tetrakis-	 
5809-23-4	Benzoic acid, 2-[4-(diethylamino)-2-hydroxybenzoyl]-	 
5810-11-7	Butanamide, 2-chloro-N,N-dimethyl-3-oxo-	 
5810-88-8	Phosphorodithioic acid, O,O-bis(2-ethylhexyl) ester	Phosphorodithioic acid, O,O-bis(2-ethylhexyl) este
5873-54-1	2,4'-Diphenyl methane diisocyanate	Benzene, 1-isocyanato-2-[(4-isocyanatophenyl)methyl]-
5895-47-6	Disamarium tricarbonate	 
5945-33-5	Bisphenol A bis(diphenyl phosphate)	 
5964-35-2	Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, tetrapotassium salt	 
5973-71-7	3,4-Dimethylbenzaldehyde	 
5989-27-5	Cyclohexene, 1-methyl-4-(1-methylethenyl)-, (4R)-	p-Mentha-1,8-diene, (R)-(+)-
5994-61-6	Glycine, N-(carboxymethyl)-N-(phosphonomethyl)-	N-(Carboxymethyl)-N-(phosphonomethyl)glycine
6000-44-8	Glycine, monosodium salt	 
6099-57-6	Sodium 1-naphthol-4-sulfonate	 
6104-30-9	Urea, N,N"-(2-methylpropylidene)bis-	N,N"-(Isobutylidene)diurea
6106-21-4	Butanedioic acid, disodium salt, hexahydrate	 
6131-90-4	Acetic acid, sodium salt, trihydrate	 
6140-74-5	Methacrylic acid, pentadecyl ester	2-Propenoic acid, 2-methyl-, pentadecyl ester
6147-53-1	Cobalt diacetate (tetrahydrate)	 
6153-56-6	Ethanedioic acid, dihydrate	 
6155-57-3	Saccharin sodium dihydrate	 
6165-51-1	Benzene, 1,4-dimethyl-2-(1-phenylethyl)	 
6192-52-5	Benzenesulfonic acid, 4-methyl-, monohydrate	 
6196-95-8	Benzene, 1,2-dimethyl-4-(1-phenylethyl)-	Ethane, 1-phenyl-1-(3,4-xylyl)-
6228-25-7	1,3-Dioxane-5,5-dimethanol	 
6258-06-6	Sodium 1-amino-4-bromo-9,10-dioxoanthracene-2-sulphonate	2-Anthracenesulfonic acid, 1-amino-4-bromo-9,10-dihydro-9,10-dioxo-, monoso
6284-40-8	D-Glucitol, 1-deoxy-1-(methylamino)-	Meglumine
6294-34-4	Phosphonic acid, (2-chloroethyl)-, bis(2-chloroethyl) ester	Phosphonic acid, (2-chloroethyl)-, bis(2-chloroeth
6358-31-2	Butanamide, 2-[(2-methoxy-4-nitrophenyl)azo]-N-(2-methoxyphenyl)-3-oxo-	 
6358-64-1	Aniline, 4-chloro-2,5-dimethoxy-	 
6358-85-6	C.I. Pigment Yellow 12	 
6362-79-4	1,3-Benzenedicarboxylic acid, 5-sulfo-, monosodium salt	 
6362-80-7	1,1'-(1,1-dimethyl-3-methylene-1,3-propanediyl)bisbenzene	 
6381-63-1	Calcium N-(2,4-dihydroxy-3,3-dimethyl-1-oxobuty	 
6381-77-7	D-Araboascorbic acid, monosodium salt	D-erythro-Hex-2-enonic acid, gamma.-lactone, monosodium salt
6386-38-5	Metilox	Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester
6386-39-6	Methyl 3-(3-tert-butyl-4-hydroxy-5-methylphenyl) propionate	 
6419-19-8	Phosphonic acid, [nitrilotris(methylene)]tris-	Tris-(phosphonomethyl)-amine
6422-86-2	Terephthalic acid, bis(2-ethylhexyl) ester	1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester
6428-31-5	2,7-Naphthalenedisulfonic acid, 4-amino-3,6-bis[2-[4-[2-(2,4-diaminophenyl)diazenyl]phenyl]diazenyl]-5-hydroxy-, sodium salt (1:2)	 
6448-95-9	C.I. Pigment Red 22	 
6471-78-9	Benzenesulfonic acid, 4-amino-5-methoxy-2-methyl-	 
6484-52-2	Ammonium nitrate	Nitric acid, ammonium salt
6485-55-8	Morpholine, 2,6-dimethyl-, cis-	cis-2,6-Dimethylmorpholine
6493-05-6	Pentoxifylline	 
6505-28-8	C.I. Pigment Orange 16	 
6528-34-3	Butanamide, 2-[(4-methoxy-2-nitrophenyl)azo]-N-(2-methoxyphenyl)-3-oxo-	 
6642-31-5	Uracil, 6-amino-1,3-dimethyl-	 
6651-25-8	Aluminum, tridocosyl-	 
6651-26-9	Aluminum, tritetracosyl-	 
6683-19-8	Pentaerythritol tetrakis[3-(3,5-di-tert-butyl-4-hydroxypheny	Irganox 1010
6731-36-8	1,1-Bis(tert-butyldioxy)-3,3,5-trimethylcyclohexane	 
6742-54-7	Benzene, undecyl-	 
6834-92-0	Disodium metasilicate (Na2SiO3)	Disodium metasilicate (Na2SiO3)
6842-15-5	1-Propene, tetramer	Propene, tetramer
6846-50-0	Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(1-methylethyl)-1,3-propanediyl ester	1-iso-Propyl-2,2-dimethyltrimethylene diisobutyrate
6863-58-7	Butane, 2,2'-oxybis-	sec-Butyl ether
6864-37-5	2,2'-dimethyl-4,4'-methylenebis(cyclohexylamine)	 
6865-35-6	Stearic acid, barium salt	Octadecanoic acid, barium salt
6881-94-3	Ethanol, 2-(2-propoxyethoxy)-	 
6915-15-7	Malic acid	Hydroxybutanedioic acid
6923-52-0	Acetic acid, antimony(3+) salt	 
6940-53-0	Benzene, 1-chloro-2,5-dimethoxy-4-nitro-	 
7023-61-2	2-Naphthalenecarboxylic acid, 4-[(5-chloro-4-methyl-2-sulfophenyl)azo]-3-hydroxy-, calcium salt (1:1)	 
7027-11-4	Cyclohexanecarbonitrile, 1,3,3-trimethyl-5-oxo-	 
7065-13-6	Potassium hexadecyl sulphate (C16 ASO4 K)	 
7128-91-8	Hexadecanamine, N,N-dimethyl-, N-oxide	 
7173-62-8	1,3-Propanediamine, N-(9Z)-9-octadecenyl-	1,3-Propanediamine, N-9-octadecenyl-, (Z
7299-99-2	Hexanoic acid, 2-ethyl-, 2,2-bis[[(2-ethyl-1-oxohexyl)oxy]methyl]-1,3-propanediyl ester	 
7320-34-5	Tetrapotassium pyrophosphate	Diphosphoric acid, tetrapotassium salt
7320-37-8	Oxirane, tetradecyl-	 
7327-60-8	Acetonitrile, 2,2',2"-nitrilotris-	 
7328-97-4	Oxirane, 2,2',2'',2'''-[1,2-ethanediylidenetetrakis(4,1-phenyleneoxymethylene)]tetrakis-	 
7336-20-1	Disodium 4,4'-diaminostilbene-2,2'-disulphonate	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, disodium salt
7351-61-3	Methacrylic acid, 3-(trichlorosilyl)propyl ester	2-Propenoic acid, 2-Methyl-, 3-(trichlorosilyl)propyl ester
7360-38-5	Hexanoic acid, 2-ethyl-, 1,2,3-propanetriyl ester	 
7381-01-3	2-Sulfoethyl dodecanoate	Dodecanoic acid, 2-sulfoethyl ester, sod
7384-80-7	Propanol, 2-methyl-3-phenyl-	2-Methyl-3-phenylpropanol
7396-58-9	Didecylamine, N-methyl-	1-Decanamine, N-decyl-N-methyl-
7397-06-0	Benzene, 4-(1,1-dimethylethyl)-1,2-dimethyl-	 
7397-62-8	Acetic acid, hydroxy-, butyl ester	Butyl glycollate
7398-69-8	Ammonium, diallyldimethyl-, chloride	2-Propen-1-aminium, N,N-dimethyl-N-2-propenyl-, chloride
7414-83-7	Disodium dihydrogen (1-hydroxyethylidene)bisphosphonate	Disodium dihydrogen (1-hydroxyethylidene)bisphosph
7429-90-5	Aluminium	 
7434-40-4	Ethane-1,2-diylbis(oxyethane-2,1-diyl) bisheptanoate	Ethane-1,2-diylbis(oxyethane-2,1-diyl) bisheptanoa
7439-89-6	Iron	 
7439-92-1	Lead	 
7439-93-2	Lithium	 
7439-95-4	Magnesium	 
7439-96-5	Manganese	 
7439-97-6	Mercury	 
7439-98-7	Molybdenum	 
7440-01-9	Neon	 
7440-02-0	Nickel	 
7440-03-1	Niobium	 
7440-21-3	Silicon	 
7440-22-4	Silver	 
7440-23-5	Sodium	 
7440-25-7	Tantalum	 
7440-31-5	Tin	 
7440-32-6	Titanium	 
7440-33-7	Tungsten	 
7440-36-0	Antimony	 
7440-37-1	Argon	 
7440-38-2	Arsenic	 
7440-42-8	Boron	 
7440-43-9	Cadmium	 
7440-44-0	Carbon	 
7440-47-3	Chromium	 
7440-48-4	Cobalt	 
7440-50-8	Copper	 
7440-59-7	Helium	 
7440-61-1	Uranium	 
7440-62-2	Vanadium	 
7440-66-6	Zinc	 
7440-67-7	Zirconium	 
7440-70-2	Calcium	 
7446-09-5	Sulfur dioxide	Sulfur oxide
7446-11-9	Sulfur trioxide	Sulfur trioxide (SO3)
7446-14-2	Lead sulphate	 
7446-18-6	Dithallium sulfate	 
7446-70-0	Aluminium chloride	 
7446-81-3	Sodium acrylate	2-Propenoic acid, sodium salt
7447-39-4	Copper chloride (CuCl2)	 
7447-40-7	Potassium chloride	 
7447-41-8	Lithium chloride	 
7487-88-9	Magnesium sulfate	 
7534-94-3	2-Propenoic acid, 2-methyl-, (1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl ester, rel-	 
7542-09-8	Carbonic acid, cobalt salt	 
7550-35-8	Lithium bromide	 
7550-45-0	Titanium tetrachloride	Titanium (IV) chloride
7553-56-2	Iodine	 
7558-79-4	Disodium hydrogenphosphate	 
7558-80-7	Sodium dihydrogenphosphate	Phosphoric acid, monosodium salt
7580-85-0	Ethanol, 2-tert-butoxy-	 
7585-39-9	beta.-Cyclodextrin	 
7597-60-6	N-(6-amino-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)formamide	 
7601-54-9	Trisodium phosphate	 
7601-89-0	Sodium perchlorate	 
7601-90-3	Perchloric acid	 
7607-99-0	Carbonodithioic acid, O-pentyl ester, so	 
7611-50-9	Amino tris(methylenephosphonic acid), 3Na Salt	 
7620-77-1	Octadecanoic acid, 12-hydroxy-, monolithium salt	 
7631-86-9	Silicon dioxide	Silica, amorphous
7631-90-5	Monosodium sulfite	Sulfurous acid, monosodium salt
7631-95-0	Disodium molybdate	 
7631-99-4	Sodium nitrate	Nitric acid, sodium salt
7632-00-0	Sodium nitrite	Nitrous acid, sodium salt
7632-04-4	Sodium perborate	 
7632-05-5	Phosphoric acid, sodium salt	 
7637-07-2	Borane, trifluoro-	 
7646-69-7	Sodium hydride	 
7646-78-8	Stannane, tetrachloro-	Tin (IV) chloride
7646-79-9	Cobalt chloride (CoCl2)	 
7646-85-7	Zinc chloride	 
7647-01-0	Hydrochloric acid	Hydrogen chloride
7647-14-5	Sodium chloride	 
7647-15-6	Sodium bromide	 
7651-02-7	Octadecanamide, N-[3-(dimethylamino)propyl]-	 
7659-86-1	2-Ethylhexyl mercaptoacetate	Acetic acid, mercapto-, 2-ethylhexyl ester
7664-38-2	Phosphoric acid	Orthophosphoric acid
7664-39-3	Hydrofluoric acid	Hydrogen fluoride
7664-41-7	Ammonia	 
7664-93-9	Sulfuric acid	 
7681-11-0	Potassium iodide (KI)	 
7681-38-1	Sodium hydrogensulfate	Sulfuric acid, monosodium salt
7681-49-4	Sodium fluoride	Sodium fluoride (NaF)
7681-52-9	Sodium hypochlorite	Hypochlorous acid, sodium salt
7681-53-0	Sodium phosphinate	 
7681-57-4	Disodium disulphite	Disulfurous acid, disodium salt
7695-91-2	3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-benzopyran-6-yl acetate	 
7697-37-2	Nitric acid	 
7699-43-6	Zirconium dichloride oxide	 
7699-45-8	Zinc bromide (ZnBr2)	 
7704-34-9	Sulfur	 
7705-08-0	Iron trichloride	Iron (II) chloride
7718-54-9	Nickel dichloride	 
7719-09-7	Thionyl dichloride	Thionyl chloride
7719-12-2	Phosphorous trichloride	 
7720-78-7	Iron sulfate	Iron (II) sulfate
7722-64-7	Potassium permanganate (KMnO4)	Potassium permanganate (KMnO4)
7722-76-1	Ammonium dihydrogenphosphate	Phosphoric acid, monoammonium salt
7722-84-1	Hydrogen peroxide	 
7722-88-5	Tetrasodium pyrophosphate	Diphosphoric acid, tetrasodium salt
7723-14-0	Phosphorus	 
7726-95-6	Bromine	 
7727-21-1	Dipotassium peroxodisulphate	 
7727-37-9	Nitrogen	Nitrogen gas
7727-43-7	Barium sulfate	Sulfuric acid, barium salt(1:1)
7727-54-0	Diammonium peroxydisulfate	 
7732-18-5	Water, distilled	Water
7733-02-0	Zinc sulfate	Sulfuric acid, zinc salt(1:1)
7739-63-1	Potassium decyl sulphate (C10 ASO4 K)	 
7756-94-7	Triisobutylene	 
7757-79-1	Potassium nitrate	Nitric acid, potassium salt
