CAS #	Substance Name	Retired CAS #s	Incorrect CAS #s
1338-39-2	Sorbitan, monododecanoate	507483-77-4, 53528-77-1, 55070-12-7, 76011-50-2, 8028-02-2	
2160-93-2	Ethanol, 2,2'-[(1,1-dimethylethyl)imino]bis-		
3006-82-4	Hexaneperoxoic acid, 2-ethyl-, 1,1-dimethylethyl ester		
929-77-1	Docosanoic acid, methyl ester		
68783-63-1	Glycerides, tallow mono- and di-, ethoxylated propoxylated		
64742-31-0	Distillates (petroleum), chemically neutralized light		
68081-96-9	Sulfuric acid, mono-C10-16-alkyl esters, ammonium salts		
1338-41-6	Sorbitan, monooctadecanoate	1051378-63-2, 107461-71-2, 1629855-82-8, 2245272-62-0, 368449-23-4, 56940-43-3, 58052-16-7, 64772-18-5, 76011-53-5, 76169-00-1	
68783-62-0	Fuel gases, refinery, unsweetened		
64742-30-9	Distillates (petroleum), chemically neutralized middle		
66697-27-6	Benzene, 1,2-dimethyltetrapropylene-		
68477-92-9	Gases (petroleum), dry sour, gas-concn.-unit-off		
123-38-6	Propanal		
68477-95-2	Gases (petroleum), Girbatol unit feed		
13528-88-6	Disilane, 1,1,2-trichloro-1,2,2-trimethyl-	12192-40-4	
1338-43-8	Sorbitan, mono-(9Z)-9-octadecenoate	1178544-19-8, 122303-50-8, 157090-90-9, 177529-36-1, 182372-02-7, 2060-34-6, 258823-36-8, 30233-52-4, 321711-41-5, 39289-74-2, 473272-66-1, 54693-53-7, 57273-95-7, 58391-71-2, 62340-88-9, 73202-24-1, 76011-51-3, 9015-08-1	
68783-64-2	Gases (petroleum), catalytic cracking		
68477-94-1	Gases (petroleum), gas recovery plant depropanizer overheads		
64742-35-4	Distillates (petroleum), chemically neutralized light naphthenic		
68187-75-7	Fats and Glyceridic oils, fish, oxidized		
68477-97-4	Gases (petroleum), hydrogen-rich		
25321-09-9	Benzene, bis(1-methylethyl)-	25321-22-6	
68783-66-4	Naphtha (petroleum), light, sweetened		
64742-34-3	Distillates (petroleum), chemically neutralized heavy naphthenic		
68921-45-9	Benzenamine, N-phenyl-, reaction products with styrene and 2,4,4-trimethylpentene		
2163-42-0	1,3-Propanediol, 2-methyl-	141978-56-5, 863644-93-3	
68081-98-1	Sulfuric acid, mono-C14-18-alkyl esters, sodium salts	67762-51-0	
68783-65-3	Gases (petroleum), C2-4, sweetened		
123-39-7	Formamide, N-methyl-		
64742-37-6	Distillates (petroleum), clay-treated light paraffinic		
110-42-9	Decanoic acid, methyl ester		
68187-76-8	Castor oil, sulfated, sodium salt		
68477-98-5	Gases (petroleum), hydrotreater blend oil recycle, hydrogen-nitrogen-rich		
64742-36-5	Distillates (petroleum), clay-treated heavy paraffinic		
64742-38-7	Distillates (petroleum), clay-treated middle		
68478-00-2	Gases (petroleum), recycle, hydrogen-rich		
102-60-3	2-Propanol, 1,1',1'',1'''-(1,2-ethanediyldinitrilo)tetrakis-	1087406-22-1, 118549-63-6, 139352-19-5, 61702-85-0, 70992-50-6	
25321-14-6	Benzene, methyldinitro-	121-14-2, 29656-15-3	
78330-12-8	Benzenesulfonic acid, mono- and di-C15-30-alkyl derivs., sodium salts		
68477-99-6	Gases (petroleum), isomerized naphtha fractionater, C4-rich, hydrogen sulfide-free		
92-70-6	2-Naphthalenecarboxylic acid, 3-hydroxy-	12235-60-8, 12235-61-9	
622-96-8	Benzene, 1-ethyl-4-methyl-		
110-43-0	2-Heptanone		
68921-56-2	Ethene, manufg. residue, polymd.		
64742-41-2	Residual oils (petroleum), clay-treated		
123-42-2	2-Pentanone, 4-hydroxy-4-methyl-		
110-44-1	2,4-Hexadienoic acid, (2E,4E)-	1197240-56-4, 2747926-89-0, 2820096-67-9, 91751-55-2	
622-97-9	Benzene, 1-ethenyl-4-methyl-	25013-15-4, 662-96-8	
64742-40-1	Neutralizing agents (petroleum), spent sodium hydroxide		
68478-01-3	Gases (petroleum), reformer make-up, hydrogen-rich		
930-69-8	Benzenethiol, sodium salt (1:1)	1948274-64-3, 24339-77-3, 50729-67-4, 89598-95-8	
64742-42-3	Hydrocarbon waxes (petroleum), clay-treated microcryst.		
68478-03-5	Gases (petroleum), reforming hydrotreater, hydrogen-methane-rich		
68783-78-8	Quaternary ammonium compounds, dimethylditallow alkyl, chlorides	7128-92-9, 74967-89-8	
931-19-1	Pyridine, 2-methyl-, 1-oxide	64687-66-7, 91114-19-1	
68187-84-8	Castor oil, oxidized		
68478-02-4	Gases (petroleum), reforming hydrotreater		
8021-99-6	Charcoal, bone	1020180-69-1, 8027-31-4	
68478-05-7	Gases (petroleum), thermal cracking distn.		
64742-43-4	Paraffin waxes (petroleum), clay-treated		
25321-41-9	Benzenesulfonic acid, dimethyl-	1321-29-5	
68783-82-4	Rosin, low-boiling fraction		
68478-04-6	Gases (petroleum), reforming hydrotreater make-up, hydrogen-rich		
78-40-0	Phosphoric acid, triethyl ester		
20469-71-0	Hydrazinecarbodithioic acid, compd. with hydrazine (1:1)		
68921-67-5	Hydrocarbons, ethylene-manuf.-by-product distn. residues		
68478-08-0	Naphtha (petroleum), light steam-cracked, C5-fraction, oligomer conc.		
27554-26-3	1,2-Benzenedicarboxylic acid, 1,2-diisooctyl ester	1330-91-2, 25103-50-8, 41375-90-0	
32360-05-7	2-Propenoic acid, 2-methyl-, octadecyl ester	112-08-3, 167633-23-0, 55778-34-2, 59471-20-4	
64742-45-6	Distillates (petroleum), clay-treated light naphthenic		
537-00-8	Acetic acid, cerium(3+) salt (3:1)	16922-01-3, 874527-03-4	
102-71-6	Ethanol, 2,2',2''-nitrilotris-	105655-27-4, 1199604-09-5, 126068-67-5, 1429745-86-7, 36549-53-8, 36549-54-9, 36549-55-0, 36659-79-7, 464917-26-8	
64742-44-5	Distillates (petroleum), clay-treated heavy naphthenic		
64742-46-7	Distillates (petroleum), hydrotreated middle	101631-16-7, 101794-98-3	
68783-88-0	Soybean oil, deodorizer distillate		
123-54-6	2,4-Pentanedione	81235-32-7	
92-84-2	10H-Phenothiazine	8023-30-1, 8048-22-4	
25322-17-2	Naphthalenesulfonic acid, dinonyl-	28348-51-8	
6140-74-5	2-Propenoic acid, 2-methyl-, pentadecyl ester		
68478-10-4	Naphtha (petroleum), light steam-cracked, debenzenized, C8-16-cycloalkadiene conc.		
78-42-2	Phosphoric acid, tris(2-ethylhexyl) ester	1546892-14-1	
64742-47-8	Distillates (petroleum), hydrotreated light	101795-05-5	
102-76-1	1,2,3-Propanetriol, 1,2,3-triacetate	2102168-03-4	
2176-62-7	Pyridine, 2,3,4,5,6-pentachloro-		
68478-12-6	Residues (petroleum), butane splitter bottoms		
58-08-2	1H-Purine-2,6-dione, 3,7-dihydro-1,3,7-trimethyl-	71701-02-5, 95789-13-2	
52147-29-2	9,12-Octadecadienoic acid (9Z,12Z)-, 2-mercaptoethyl ester		
69013-21-4	Fuel oil, pyrolysis		
102-77-2	Benzothiazole, 2-(4-morpholinylthio)-	108251-60-1, 182077-65-2, 198352-30-6, 31440-29-6, 35309-99-0, 40860-79-5, 909403-78-7	
68478-15-9	Residues (petroleum), C6-8 catalytic reformer		
27576-86-9	Phenol, (1-methyl-1-phenylethyl)-	243138-98-9, 28378-89-4	
13547-70-1	2-Butanone, 1-chloro-3,3-dimethyl-		
25322-68-3	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-	1011711-38-8, 101677-86-5, 1033001-32-9, 1035554-64-3, 106186-24-7, 107502-63-6, 107529-96-4, 109550-27-8, 112384-37-9, 112895-21-3, 113041-64-8, 114323-93-2, 1152430-37-9, 116549-90-7, 1186292-40-9, 1186292-41-0, 119219-06-6, 1204298-97-4, 1221382-78-0, 1221382-83-7, 1221889-65-1, 1246265-64-4, 125223-68-9, 1256377-90-8, 1267533-36-7, 12676-74-3, 12770-93-3, 1287768-38-0, 1293291-01-6, 1319730-68-1, 1330618-78-4, 133573-31-6, 1338951-32-8, 134919-43-0, 1373256-89-3, 1377964-82-3, 1422717-42-7, 1429745-88-9, 1434253-80-1, 1435263-27-6, 1446681-77-1, 1474108-09-2, 150872-82-5, 154394-38-4, 156948-19-5, 1613520-06-1, 1620693-21-1, 1628723-15-8, 1636129-20-8, 169046-53-1, 1696472-65-7, 1710469-72-9, 174460-08-3, 174460-09-4, 1800416-42-5, 1809027-71-1, 1852508-98-5, 1873338-22-7, 188364-77-4, 188924-03-0, 189154-62-9, 191743-71-2, 1927875-70-4, 196696-84-1, 201163-43-1, 2015216-86-9, 206357-86-0, 2088235-52-1, 2092889-80-8, 2122851-44-7, 2170314-63-1, 221638-71-7, 225502-44-3, 2394768-82-0, 2409576-55-0, 2417963-12-1, 2444326-79-6, 25104-58-9, 25609-81-8, 270910-26-4, 2758277-56-2, 2997677-39-9, 307928-07-0, 34802-42-1, 356055-70-4, 37361-15-2, 391229-98-4, 402483-26-5, 411207-22-2, 497171-83-2, 50809-04-6, 50809-59-1, 51312-32-4, 54510-95-1, 54847-64-2, 59763-40-5, 60894-12-4, 615575-04-7, 61840-14-0, 64441-68-5, 64640-28-4, 67411-64-7, 70926-57-7, 75285-02-8, 75285-03-9, 77986-38-0, 79964-26-4, 80341-53-3, 8038-37-7, 85399-22-0, 857367-46-5, 859315-72-3, 85945-29-5, 863328-36-3, 876655-84-4, 88077-80-9, 886469-28-9, 88747-22-2, 90597-70-9, 9081-95-2, 9085-02-3, 9085-03-4, 952682-62-1, 956217-69-9, 959127-49-2, 99264-61-6, 99333-89-8	
68783-96-0	Sulfonic acids, petroleum, calcium salts, overbased		
68478-13-7	Residues (petroleum), catalytic reformer fractionator residue distn.		
64742-48-9	Naphtha (petroleum), hydrotreated heavy	101795-02-2	
6145-73-9	1-Propanol, 2-chloro-, 1,1',1''-phosphate	101551-02-4	
32388-55-9	Ethanone, 1-[(3R,3aR,7R,8aS)-2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-1H-3a,7-methanoazulen-5-yl]-	126239-49-4, 2258643-39-7	
123-62-6	Propanoic acid, 1,1'-anhydride		
68478-16-0	Residual oils (petroleum), deisobutanizer tower		
110-54-3	Hexane	8031-34-3	
538-23-8	Octanoic acid, 1,1',1''-(1,2,3-propanetriyl) ester	114355-15-6	
4316-74-9	Ethanesulfonic acid, 2-(methylamino)-, sodium salt (1:1)		
64742-50-3	Lubricating oils (petroleum), clay-treated spent		
64742-49-0	Naphtha (petroleum), hydrotreated light		
4316-73-8	Glycine, N-methyl-, sodium salt (1:1)		
25322-69-4	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-	100357-60-6, 1014983-27-7, 1049785-16-1, 105844-84-6, 109489-48-7, 111146-16-8, 115450-63-0, 116958-46-4, 1169934-33-1, 117715-07-8, 117968-93-1, 118441-48-8, 119652-85-6, 1203457-47-9, 120468-96-4, 1205544-87-1, 122392-88-5, 123687-98-9, 124448-74-4, 124631-70-5, 125147-71-9, 125386-95-0, 126906-04-5, 1269983-38-1, 130842-36-3, 131649-30-4, 133439-62-0, 134092-40-3, 134192-23-7, 135355-02-1, 1381802-76-1, 138704-46-8, 1419790-34-3, 143550-15-6, 143710-19-4, 145699-74-7, 146024-61-5, 150825-72-2, 152287-82-6, 161278-03-1, 1629855-91-9, 1698041-51-8, 171904-01-1, 174206-36-1, 174722-18-0, 176742-37-3, 187954-99-0, 1883798-63-7, 205657-26-7, 2085678-39-1, 2133455-29-3, 2231650-10-3, 2254557-57-6, 2387900-80-1, 2416719-98-5, 2417683-17-9, 2462729-04-8, 2496343-64-5, 250380-45-1, 252369-71-4, 2665018-18-6, 27274-27-7, 27615-86-7, 28724-27-8, 29434-03-5, 3027619-94-6, 3039484-57-3, 310902-91-1, 34465-52-6, 372166-28-4, 37231-68-8, 380912-66-3, 380912-82-3, 39465-43-5, 490025-10-0, 51019-30-8, 51568-92-4, 51922-49-7, 52309-41-8, 53528-82-8, 53863-41-5, 54500-36-6, 56591-76-5, 57137-06-1, 61090-28-6, 63279-07-2, 64176-87-0, 64940-80-3, 660439-52-1, 66174-27-4, 66988-34-9, 68821-81-8, 69900-45-4, 70992-51-7, 74870-00-1, 75139-15-0, 777067-78-4, 80408-02-2, 80803-40-3, 81774-53-0, 81774-61-0, 824420-00-0, 82548-17-2, 84420-39-3, 84503-25-3, 84682-96-2, 85497-31-0, 865704-12-7, 87608-88-6, 879098-15-4, 87940-78-1, 88025-94-9, 89126-79-4, 9003-15-0, 907603-46-7, 9079-22-5, 9079-23-6, 9087-30-3, 91218-84-7, 913723-55-4, 92094-60-5, 942421-73-0, 94586-80-8, 956483-22-0, 97199-67-2, 98444-52-1, 98565-98-1, 98913-22-5, 99130-49-1	
64742-51-4	Paraffin waxes (petroleum), hydrotreated		
68188-15-8	Slimes and Sludges, papermaking, secondary	69669-37-0	
52166-72-0	Phenol, 2,5-dichloro-, sodium salt (1:1)		
143400-68-4	Tar acids, C3-4-alkylphenol fraction		
68478-17-1	Residues (petroleum), heavy coker gas oil and vacuum gas oil		
78-51-3	Ethanol, 2-butoxy-, 1,1',1''-phosphate	119166-98-2, 19040-50-7, 31227-66-4	
8023-79-8	Oils, palm kernel		
102-82-9	1-Butanamine, N,N-dibutyl-	168153-19-3	
68478-20-6	Residues (petroleum), steam-cracked petroleum distillates cyclopentadiene conc., C4-cyclopentadiene-free		
110-57-6	2-Butene, 1,4-dichloro-, (2E)-	764-41-0	
92-88-6	[1,1'-Biphenyl]-4,4'-diol		
68188-18-1	Paraffin oils, chlorosulfonated, saponified		
16090-02-1	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, sodium salt (1:2)	12646-20-7, 147601-90-9, 196109-62-3, 39354-68-2, 60397-72-0, 60650-25-1, 61902-21-4, 63439-82-7, 64294-87-7, 73071-63-3	
64742-52-5	Distillates (petroleum), hydrotreated heavy naphthenic		
68478-19-3	Residual oils (petroleum), propene purifn. splitter		
13560-89-9	1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-	11114-14-0, 1195618-74-6, 39386-10-2, 40372-58-5, 59459-11-9, 60880-74-2	
64742-54-7	Distillates (petroleum), hydrotreated heavy paraffinic		
78491-02-8	Urea, N-[1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl]-N,N'-bis(hydroxymethyl)-		
68478-24-0	Tail gas (petroleum), catalytic cracker, catalytic reformer and hydrodesulfurizer combined fractionater		
52184-19-7	Phenol, 2,4-bis(1,1-dimethylpropyl)-6-[2-(2-nitrophenyl)diazenyl]-		
64742-53-6	Distillates (petroleum), hydrotreated light naphthenic		
67124-09-8	2-Propanol, 1-(tert-dodecylthio)-		
58-55-9	1H-Purine-2,6-dione, 3,9-dihydro-1,3-dimethyl-	1024160-72-2, 111079-49-3, 46157-00-0, 56645-32-0, 75448-53-2	
64742-55-8	Distillates (petroleum), hydrotreated light paraffinic		
68478-25-1	Tail gas (petroleum), catalytic cracker refractionation absorber		
20592-85-2	Phosphonic acid, P,P',P''-[nitrilotris(methylene)]tris-, sodium salt (1:?)		
68784-17-8	Isooctadecanoic acid, reaction products with tetraethylenepentamine		
623-91-6	2-Butenedioic acid (2E)-, 1,4-diethyl ester		
64742-56-9	Distillates (petroleum), solvent-dewaxed light paraffinic		
68583-51-7	Decanoic acid, mixed diesters with octanoic acid and propylene glycol	68988-72-7, 69155-39-1	
68478-27-3	Tail gas (petroleum), catalytic reformed naphtha separator		
68478-26-2	Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer		
3030-47-5	1,2-Ethanediamine, N1-[2-(dimethylamino)ethyl]-N1,N2,N2-trimethyl-	106494-67-1, 157732-35-9, 223785-87-3, 75831-40-2	
92-94-4	1,1':4',1''-Terphenyl	39453-47-9, 75831-65-1, 94363-13-0	
68478-28-4	Tail gas (petroleum), catalytic reformed naphtha stabilizer		
123-72-8	Butanal		
78-59-1	2-Cyclohexen-1-one, 3,5,5-trimethyl-		
68409-75-6	Bone meal		
64742-58-1	Lubricating oils (petroleum), hydrotreated spent		
68409-73-4	Aromatic hydrocarbons, biphenyl-rich		
538-93-2	Benzene, (2-methylpropyl)-		
64742-57-0	Residual oils (petroleum), hydrotreated		
10595-60-5	1,2-Ethanediamine, N1-(1,3-dimethylbutylidene)-N2-[2-[(1,3-dimethylbutylidene)amino]ethyl]-		
68583-52-8	Decanoic acid, mixed diesters with octanoic acid and triethylene glycol		
67905-27-5	1-Octacosanol, aluminum salt (3:1)		
67905-26-4	1-Triacontanol, aluminum salt (3:1)		
10595-72-9	Propanoic acid, 3,3'-thiobis-, 1,1'-ditridecyl ester	103843-14-7	
25327-89-3	Benzene, 1,1'-(1-methylethylidene)bis[3,5-dibromo-4-(2-propen-1-yloxy)-		
16111-62-9	Peroxydicarbonic acid, C,C'-bis(2-ethylhexyl) ester	16123-82-3	
64742-59-2	Gas oils (petroleum), hydrotreated vacuum		
68478-29-5	Tail gas (petroleum), cracked distillate hydrotreater separator		
68409-76-7	Bone meal, steamed		
1401-55-4	Tannins	1041198-33-7, 1041198-44-0, 2322285-95-8, 3063986-47-7, 3063986-55-7, 3063986-57-9, 3063986-59-1, 3063986-77-3, 61790-06-5, 67167-65-1, 73891-88-0, 93615-37-3	
110-62-3	Pentanal		
68784-26-9	Phenol, dodecyl-, sulfurized, carbonates, calcium salts, overbased		
64742-61-6	Slack wax (petroleum)		
78-63-7	Peroxide, 1,1'-(1,1,4,4-tetramethyl-1,4-butanediyl)bis[2-(1,1-dimethylethyl)	105521-59-3, 109603-45-4, 118093-18-8, 1261274-91-2, 138427-60-8, 139352-38-8, 143637-29-0, 1448312-18-2, 158049-62-8, 162535-20-8, 1628689-99-5, 180513-58-0, 184247-21-0, 186467-25-4, 2355034-65-8, 482317-83-9, 500144-72-9, 64366-72-9, 80237-87-2, 860310-58-3	
68082-64-4	Fatty acids, vegetable-oil, sodium salts		
64742-60-5	Hydrocarbon waxes (petroleum), hydrotreated microcryst.		
68478-30-8	Tail gas (petroleum), hydrodesulfurized straight-run naphtha separator		
67905-28-6	1-Hexacosanol, aluminum salt (3:1)		
103-09-3	Acetic acid, 2-ethylhexyl ester	12261-98-2	
62569-28-2	1,3-Isobenzofurandione, polymer with 2,5-furandione, 2,2'-oxybis[ethanol], 1,2-propanediol and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene		
6196-95-8	Benzene, 1,2-dimethyl-4-(1-phenylethyl)-	76090-67-0	
67905-30-0	1-Docosanol, aluminum salt (3:1)		
68478-33-1	Tail gas (petroleum), saturate gas recovery plant, C1-2-rich		
103-11-7	2-Propenoic acid, 2-ethylhexyl ester	126830-02-2, 1329996-89-5, 1453489-97-8, 45016-65-7, 78733-32-1, 84948-57-2, 93460-77-6	
67905-29-7	1-Tetracosanol, aluminum salt (3:1)		
68478-32-0	Tail gas (petroleum), saturate gas plant mixed stream, C4-rich		
78-67-1	Propanenitrile, 2,2'-(1,2-diazenediyl)bis[2-methyl-	161755-85-7, 39322-24-2, 58449-80-2, 67035-64-7, 76012-28-7, 80748-81-8, 95210-41-6	
3033-62-3	Ethanamine, 2,2'-oxybis[N,N-dimethyl-	1021182-97-7, 112326-78-0, 1219809-97-8, 1379526-05-2, 1615224-28-6, 2570310-54-0, 357920-72-0, 59948-21-9	
64742-62-7	Residual oils (petroleum), solvent-dewaxed		
68784-31-6	Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters, zinc salts		
67905-31-1	1-Eicosanol, aluminum salt (3:1)		
110-63-4	1,4-Butanediol	1204746-06-4, 1400594-63-9, 732189-03-6	
64742-63-8	Distillates (petroleum), solvent-dewaxed heavy naphthenic		
68784-30-5	Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters		
68478-34-2	Tail gas (petroleum), vacuum residues thermal cracker		
78-69-3	3-Octanol, 3,7-dimethyl-	57706-88-4	
123-77-3	1,2-Diazenedicarboxamide	1006730-14-8, 1242528-98-8, 131715-26-9, 1349861-61-5, 1394903-25-3, 183256-78-2, 2136579-27-4, 218433-14-8, 221272-72-6, 2250070-22-3, 2702980-09-2, 2851074-28-5, 52737-71-0, 62494-61-5, 62494-62-6, 62494-85-3, 65098-86-4, 65098-87-5, 72514-45-5, 73247-42-4, 73905-77-8, 81774-20-1, 882507-89-3, 882523-85-5, 885108-45-2, 89073-35-8, 935747-42-5, 97707-96-5	
27676-62-6	1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-	113570-76-6, 132420-39-4, 2387554-40-5, 260432-89-1, 72750-69-7	
68583-75-5	2,5-Furandione, dihydro-, polybutenyl derivs., reaction products with tetraethylenepentamine		
68188-48-7	Distillates (coal-petroleum), condensed-ring arom.	68410-06-0, 68602-95-9	
624-41-9	1-Butanol, 2-methyl-, 1-acetate	129829-14-7	
64742-67-2	Foots oil (petroleum)		
25339-17-7	Isodecanol	12758-52-0, 50973-08-5	
64742-65-0	Distillates (petroleum), solvent-dewaxed heavy paraffinic		
67905-32-2	1-Tetradecanol, aluminum salt (3:1)		
78-70-6	1,6-Octadien-3-ol, 3,7-dimethyl-	11024-20-7, 22564-99-4	
123-79-5	Hexanedioic acid, 1,6-dioctyl ester		
68784-32-7	Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Bu) esters		
110-64-5	2-Butene-1,4-diol		
64742-69-4	Naphthenic oils (petroleum), catalytic dewaxed light		
68409-99-4	Gases (petroleum), catalytic cracked overheads		
110-65-6	2-Butyne-1,4-diol		
25339-56-4	Heptene		
68784-34-9	Phosphorodithioic acid, mixed O,O-bis(hexyl and iso-Bu) esters, zinc salts		
10605-21-7	Carbamic acid, N-1H-benzimidazol-2-yl-, methyl ester	102040-01-7, 105268-95-9, 110342-67-1, 1135441-26-7, 1155875-94-7, 1203557-88-3, 212384-28-6, 276680-08-1, 39413-19-9, 59758-95-1, 63090-40-4, 63278-70-6	
2210-79-9	Oxirane, 2-[(2-methylphenoxy)methyl]-	2377368-86-8, 2975136-87-7, 80076-45-5	
64742-71-8	Paraffin oils (petroleum), catalytic dewaxed light		
57583-34-3	8-Oxa-3,5-dithia-4-stannatetradecanoic acid, 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-, 2-ethylhexyl ester		
3039-83-6	Ethenesulfonic acid, sodium salt (1:1)	1552306-38-3	
939-97-9	Benzaldehyde, 4-(1,1-dimethylethyl)-	34032-41-2	
32534-81-9	Benzene, 1,1'-oxybis-, pentabromo deriv.	132405-96-0, 134206-43-2, 1620837-35-5	
4356-60-9	2-Imidazolidinone, 4,5-dimethoxy-1,3-bis(methoxymethyl)-	85306-00-9	
68410-00-4	Distillates (petroleum), crude oil		
68784-38-3	1-Propanamine, 3-(C8-10-alkyloxy) derivs.		
64742-70-7	Paraffin oils (petroleum), catalytic dewaxed heavy		
68082-77-9	Fats and Glyceridic oils, herring, polymd., oxidized		
25340-17-4	Benzene, diethyl-	1300-82-9	
3041-23-4	Aluminum, trioctadecyl-		
64742-73-0	Naphtha (petroleum), hydrodesulfurized light		
68784-40-7	Propanenitrile, 3-amino-, N-coco alkyl derivs.		
57583-35-4	8-Oxa-3,5-dithia-4-stannatetradecanoic acid, 10-ethyl-4,4-dimethyl-7-oxo-, 2-ethylhexyl ester	2263910-58-1	
25340-18-5	Benzene, triethyl-		
68082-78-0	Lard, oil, Me esters	67784-81-0, 68650-67-9	
103-23-1	Hexanedioic acid, 1,6-bis(2-ethylhexyl) ester	2093095-12-4, 39393-67-4, 63637-48-9, 70147-21-6	
68784-39-4	Propanenitrile, 3-(C8-10-alkyloxy) derivs.		
110-67-8	Propanenitrile, 3-methoxy-		
64742-72-9	Distillates (petroleum), catalytic dewaxed middle		
16219-75-3	Bicyclo[2.2.1]hept-2-ene, 5-ethylidene-	1135584-95-0, 59006-74-5, 62181-74-2	
123-86-4	Acetic acid, butyl ester		
624-64-6	2-Butene, (2E)-		
67338-64-1	2-Propenoic acid, butyl ester, telomer with 1,4-diethenylbenzene, 1-dodecanethiol and ethenylbenzene		
68410-05-9	Distillates (petroleum), straight-run light		
32536-52-0	Benzene, 1,1'-oxybis-, octabromo deriv.	1240017-47-3	
64742-79-6	Gas oils (petroleum), hydrodesulfurized		
78-78-4	Butane, 2-methyl-	1326305-74-1, 68923-44-4, 92046-46-3	
103-24-2	Nonanedioic acid, 1,9-bis(2-ethylhexyl) ester	29058-99-9	
64742-78-5	Residues (petroleum), hydrodesulfurized atmospheric tower		
70892-54-5	Hexanedinitrile, hydrogenated, high-boiling fraction, ethoxylated		
8029-43-4	Syrups, hydrolyzed starch	104859-27-0, 104859-73-6, 717912-99-7	
68082-92-8	Rosin, fumarated, polymer with formaldehyde, potassium salt		
64742-80-9	Distillates (petroleum), hydrodesulfurized middle		
3048-65-5	1H-Indene, 3a,4,7,7a-tetrahydro-		
110-71-4	Ethane, 1,2-dimethoxy-	173201-80-4	
52270-44-7	Neodecanoic acid, cobalt(2+) salt (2:1)	147014-87-7	
280-57-9	1,4-Diazabicyclo[2.2.2]octane	101484-19-9, 1354649-42-5, 1357848-51-1, 150605-01-9, 165724-47-0, 203072-11-1, 2260745-52-4, 23790-33-2, 2759154-44-2, 309955-09-7, 682335-96-2, 746642-46-6, 88935-43-7, 903524-95-8	
3048-64-4	Bicyclo[2.2.1]hept-2-ene, 5-ethenyl-	1135584-97-2, 827315-16-2	
11070-44-3	1,3-Isobenzofurandione, tetrahydromethyl-	1027622-42-9, 74318-12-0	
25360-10-5	tert-Nonanethiol	11090-82-7	
59-02-9	2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-, (2R)-	121854-78-2, 18920-62-2, 2484908-93-0, 364-49-8	
78-79-5	1,3-Butadiene, 2-methyl-	2378489-72-4, 2706608-31-1, 3035156-90-9, 78006-92-5, 823271-95-0	
69029-75-0	Oils, reclaimed		
145556-04-3	3-Pentanone, 1,2,4-trichloro-2-methyl-		
64742-81-0	Kerosine (petroleum), hydrodesulfurized		
